Temperature,Humidity,Wind speed,Visibility,Solar Radiation,Rented Bike B,Date,Hour,Seasons,Functioning Day,Holiday
13.8,36.0,2.9,2000,0.98,1.0,10.0,16.0,0.0,1.0,1.0
13.2,36.0,3.6,2000,0.55,1.0,10.0,17.0,0.0,1.0,1.0
12.1,40.0,2.4,1854,0.18,1.0,10.0,18.0,0.0,1.0,1.0
11.1,43.0,2.0,2000,0.0,1.0,10.0,19.0,0.0,1.0,1.0
10.2,46.0,0.2,2000,0.0,1.0,10.0,20.0,0.0,1.0,1.0
9.3,52.0,1.5,2000,0.0,1.0,10.0,21.0,0.0,1.0,1.0
8.8,55.0,1.6,2000,0.0,1.0,10.0,22.0,0.0,1.0,1.0
8.4,60.0,1.5,2000,0.0,1.0,10.0,23.0,0.0,1.0,1.0
8.2,61.0,1.3,2000,0.0,1.0,11.0,0.0,0.0,1.0,1.0
7.6,63.0,1.2,2000,0.0,1.0,11.0,1.0,0.0,1.0,1.0
7.1,61.0,0.6,2000,0.0,0.0,11.0,2.0,0.0,1.0,1.0
6.5,69.0,0.3,1981,0.0,0.0,11.0,3.0,0.0,1.0,1.0
6.2,71.0,1.1,2000,0.0,0.0,11.0,4.0,0.0,1.0,1.0
6.0,72.0,1.3,2000,0.0,0.0,11.0,5.0,0.0,1.0,1.0
5.8,67.0,1.1,2000,0.0,0.0,11.0,6.0,0.0,1.0,1.0
5.3,73.0,0.7,2000,0.01,1.0,11.0,7.0,0.0,1.0,1.0
6.0,64.0,1.1,1920,0.42,1.0,11.0,8.0,0.0,1.0,1.0
8.6,50.0,0.8,1785,1.13,1.0,11.0,9.0,0.0,1.0,1.0
11.6,40.0,1.7,1991,1.77,1.0,11.0,10.0,0.0,1.0,1.0
13.0,38.0,2.7,2000,2.3,1.0,11.0,11.0,0.0,1.0,1.0
14.7,38.0,1.0,1884,2.55,1.0,11.0,12.0,0.0,1.0,1.0
15.8,36.0,1.5,1888,2.59,1.0,11.0,13.0,0.0,1.0,1.0
16.5,32.0,1.4,1841,2.43,1.0,11.0,14.0,0.0,1.0,1.0
17.1,33.0,2.1,1929,2.04,1.0,11.0,15.0,0.0,1.0,1.0
16.9,34.0,1.2,1942,1.47,1.0,11.0,16.0,0.0,1.0,1.0
16.3,39.0,1.7,1969,0.8,1.0,11.0,17.0,0.0,1.0,1.0
14.3,46.0,1.3,2000,0.16,1.0,11.0,18.0,0.0,1.0,1.0
12.9,50.0,1.4,2000,0.0,1.0,11.0,19.0,0.0,1.0,1.0
11.8,53.0,1.5,2000,0.0,1.0,11.0,20.0,0.0,1.0,1.0
11.0,60.0,1.1,1995,0.0,1.0,11.0,21.0,0.0,1.0,1.0
10.5,62.0,1.2,2000,0.0,1.0,11.0,22.0,0.0,1.0,1.0
9.8,66.0,0.5,1979,0.0,1.0,11.0,23.0,0.0,1.0,1.0
9.1,69.0,0.9,1885,0.0,1.0,13.0,0.0,0.0,1.0,1.0
8.5,70.0,0.2,1856,0.0,1.0,13.0,1.0,0.0,1.0,1.0
8.0,74.0,0.5,1786,0.0,1.0,13.0,2.0,0.0,1.0,1.0
7.6,78.0,0.7,1614,0.0,0.0,13.0,3.0,0.0,1.0,1.0
7.1,79.0,1.2,1567,0.0,0.0,13.0,4.0,0.0,1.0,1.0
6.7,81.0,1.1,1467,0.0,0.0,13.0,5.0,0.0,1.0,1.0
6.6,80.0,1.0,1424,0.0,0.0,13.0,6.0,0.0,1.0,1.0
6.2,83.0,0.8,1100,0.01,0.0,13.0,7.0,0.0,1.0,1.0
7.4,70.0,0.5,1373,0.36,1.0,13.0,8.0,0.0,1.0,1.0
10.0,56.0,1.0,1761,1.03,1.0,13.0,9.0,0.0,1.0,1.0
12.6,50.0,1.4,1712,1.68,1.0,13.0,10.0,0.0,1.0,1.0
15.2,44.0,1.2,1301,2.16,1.0,13.0,11.0,0.0,1.0,1.0
16.6,36.0,0.7,1442,2.45,1.0,13.0,12.0,0.0,1.0,1.0
18.3,33.0,1.9,1324,2.53,1.0,13.0,13.0,0.0,1.0,1.0
19.3,27.0,1.3,1384,2.38,1.0,13.0,14.0,0.0,1.0,1.0
19.8,29.0,2.0,1246,1.97,1.0,13.0,15.0,0.0,1.0,1.0
19.4,29.0,1.2,1154,1.37,1.0,13.0,16.0,0.0,1.0,1.0
18.7,33.0,1.1,1164,0.7,1.0,13.0,17.0,0.0,1.0,1.0
16.5,38.0,1.6,1246,0.14,1.0,13.0,18.0,0.0,1.0,1.0
14.8,47.0,1.3,1111,0.0,1.0,13.0,19.0,0.0,1.0,1.0
13.8,52.0,1.6,1088,0.0,1.0,13.0,20.0,0.0,1.0,1.0
12.6,56.0,1.1,1053,0.0,1.0,13.0,21.0,0.0,1.0,1.0
11.7,60.0,0.5,1002,0.0,1.0,13.0,22.0,0.0,1.0,1.0
11.0,62.0,0.3,946,0.0,1.0,13.0,23.0,0.0,1.0,1.0
10.4,59.0,0.0,971,0.0,1.0,13.0,0.0,0.0,1.0,1.0
9.5,65.0,0.9,990,0.0,1.0,13.0,1.0,0.0,1.0,1.0
9.1,68.0,0.3,921,0.0,0.0,13.0,2.0,0.0,1.0,1.0
8.4,73.0,0.4,820,0.0,0.0,13.0,3.0,0.0,1.0,1.0
7.9,76.0,1.3,771,0.0,0.0,13.0,4.0,0.0,1.0,1.0
7.6,79.0,0.3,765,0.0,0.0,13.0,5.0,0.0,1.0,1.0
7.2,80.0,0.7,729,0.0,0.0,13.0,6.0,0.0,1.0,1.0
6.9,81.0,0.8,665,0.01,0.0,13.0,7.0,0.0,1.0,1.0
7.5,72.0,1.1,697,0.34,1.0,13.0,8.0,0.0,1.0,1.0
10.1,60.0,0.8,726,1.02,1.0,13.0,9.0,0.0,1.0,1.0
13.3,47.0,0.5,818,1.67,1.0,13.0,10.0,0.0,1.0,1.0
16.2,41.0,1.0,878,2.11,1.0,13.0,11.0,0.0,1.0,1.0
17.2,33.0,1.1,1258,2.28,1.0,13.0,12.0,0.0,1.0,1.0
18.1,32.0,1.5,1684,2.21,1.0,13.0,13.0,0.0,1.0,1.0
18.9,31.0,2.6,1936,2.37,1.0,13.0,14.0,0.0,1.0,1.0
20.1,32.0,2.4,1893,2.0,1.0,13.0,15.0,0.0,1.0,1.0
19.1,31.0,2.1,1960,1.27,1.0,13.0,16.0,0.0,1.0,1.0
18.2,43.0,2.3,1925,0.68,1.0,13.0,17.0,0.0,1.0,1.0
16.2,58.0,2.4,1991,0.12,1.0,13.0,18.0,0.0,1.0,1.0
15.1,60.0,2.9,1979,0.0,1.0,13.0,19.0,0.0,1.0,1.0
14.4,61.0,2.3,1945,0.0,1.0,13.0,20.0,0.0,1.0,1.0
13.8,66.0,2.4,1897,0.0,1.0,13.0,21.0,0.0,1.0,1.0
13.5,71.0,1.7,1711,0.0,1.0,13.0,22.0,0.0,1.0,1.0
13.2,73.0,1.2,1639,0.0,1.0,13.0,23.0,0.0,1.0,1.0
12.6,78.0,1.3,1427,0.0,1.0,13.0,0.0,0.0,1.0,1.0
12.2,80.0,1.4,1283,0.0,0.0,13.0,1.0,0.0,1.0,1.0
11.8,82.0,0.7,1262,0.0,0.0,13.0,2.0,0.0,1.0,1.0
11.3,85.0,0.0,907,0.0,0.0,13.0,3.0,0.0,1.0,1.0
11.0,82.0,0.1,951,0.0,0.0,13.0,4.0,0.0,1.0,1.0
11.1,79.0,0.3,1140,0.0,0.0,13.0,5.0,0.0,1.0,1.0
11.2,81.0,0.2,1071,0.0,0.0,13.0,6.0,0.0,1.0,1.0
11.5,81.0,0.8,960,0.0,1.0,13.0,7.0,0.0,1.0,1.0
12.0,77.0,0.4,891,0.12,1.0,13.0,8.0,0.0,1.0,1.0
12.8,74.0,0.5,831,0.31,1.0,13.0,9.0,0.0,1.0,1.0
14.1,66.0,0.6,827,0.58,1.0,13.0,10.0,0.0,1.0,1.0
16.7,65.0,1.5,675,1.42,1.0,13.0,11.0,0.0,1.0,1.0
19.0,60.0,1.8,513,2.11,1.0,13.0,12.0,0.0,1.0,1.0
19.7,52.0,2.1,512,1.83,1.0,13.0,13.0,0.0,1.0,1.0
20.0,48.0,2.1,586,1.72,1.0,13.0,14.0,0.0,1.0,1.0
20.4,43.0,1.7,690,1.43,1.0,13.0,15.0,0.0,1.0,1.0
20.3,44.0,2.2,793,1.09,1.0,13.0,16.0,0.0,1.0,1.0
19.3,49.0,2.8,966,0.55,1.0,13.0,17.0,0.0,1.0,1.0
18.0,66.0,2.3,554,0.1,1.0,13.0,18.0,0.0,1.0,1.0
16.9,74.0,1.8,366,0.0,1.0,13.0,19.0,0.0,1.0,1.0
15.9,81.0,2.8,250,0.0,1.0,13.0,20.0,0.0,1.0,1.0
15.5,86.0,1.3,178,0.0,1.0,13.0,21.0,0.0,1.0,1.0
14.8,83.0,1.5,227,0.0,1.0,13.0,22.0,0.0,1.0,1.0
14.1,74.0,1.5,486,0.0,1.0,13.0,23.0,0.0,1.0,1.0
13.3,64.0,1.7,860,0.0,1.0,13.0,0.0,0.0,1.0,1.0
12.4,65.0,1.1,1099,0.0,1.0,13.0,1.0,0.0,1.0,1.0
11.7,70.0,1.0,1012,0.0,0.0,13.0,2.0,0.0,1.0,1.0
11.5,61.0,1.4,1399,0.0,0.0,13.0,3.0,0.0,1.0,1.0
11.0,69.0,0.6,1510,0.0,0.0,13.0,4.0,0.0,1.0,1.0
10.2,70.0,1.5,1519,0.0,0.0,13.0,5.0,0.0,1.0,1.0
10.1,71.0,0.2,1474,0.0,0.0,13.0,6.0,0.0,1.0,1.0
10.2,68.0,0.4,1493,0.0,1.0,13.0,7.0,0.0,1.0,1.0
10.4,63.0,0.6,1367,0.19,1.0,13.0,8.0,0.0,1.0,1.0
11.8,55.0,0.7,1182,0.55,1.0,13.0,9.0,0.0,1.0,1.0
14.4,45.0,0.6,1206,1.28,1.0,13.0,10.0,0.0,1.0,1.0
16.5,39.0,0.7,1351,1.68,1.0,13.0,11.0,0.0,1.0,1.0
18.8,35.0,1.2,1057,2.06,1.0,13.0,12.0,0.0,1.0,1.0
19.4,31.0,2.0,1862,2.02,1.0,13.0,13.0,0.0,1.0,1.0
19.9,29.0,1.9,1833,2.09,1.0,13.0,14.0,0.0,1.0,1.0
19.9,31.0,2.0,1613,1.57,1.0,13.0,15.0,0.0,1.0,1.0
19.5,32.0,2.1,1436,1.1,1.0,13.0,16.0,0.0,1.0,1.0
18.4,38.0,1.8,1565,0.5,1.0,13.0,17.0,0.0,1.0,1.0
16.9,47.0,1.4,1637,0.11,1.0,13.0,18.0,0.0,1.0,1.0
15.5,63.0,1.7,1774,0.0,1.0,13.0,19.0,0.0,1.0,1.0
14.8,68.0,2.0,1502,0.0,1.0,13.0,20.0,0.0,1.0,1.0
14.3,72.0,1.0,1374,0.0,1.0,13.0,21.0,0.0,1.0,1.0
13.6,71.0,0.6,1457,0.0,1.0,13.0,22.0,0.0,1.0,1.0
12.9,78.0,0.6,1201,0.0,1.0,13.0,23.0,0.0,1.0,1.0
12.3,75.0,1.2,1332,0.0,1.0,13.0,0.0,0.0,1.0,1.0
11.5,74.0,1.2,1305,0.0,1.0,13.0,1.0,0.0,1.0,1.0
10.8,77.0,0.3,1268,0.0,0.0,13.0,2.0,0.0,1.0,1.0
10.2,80.0,0.3,1191,0.0,0.0,13.0,3.0,0.0,1.0,1.0
9.7,76.0,0.0,1308,0.0,0.0,13.0,4.0,0.0,1.0,1.0
9.2,77.0,0.0,1278,0.0,0.0,13.0,5.0,0.0,1.0,1.0
8.8,77.0,0.2,1077,0.0,0.0,13.0,6.0,0.0,1.0,1.0
8.6,77.0,0.7,965,0.0,1.0,13.0,7.0,0.0,1.0,1.0
9.2,68.0,0.2,952,0.28,1.0,13.0,8.0,0.0,1.0,1.0
11.2,63.0,1.1,656,0.88,1.0,13.0,9.0,0.0,1.0,1.0
14.0,58.0,1.6,841,1.53,1.0,13.0,10.0,0.0,1.0,1.0
15.5,25.0,2.5,1727,2.1,1.0,13.0,11.0,0.0,1.0,1.0
16.2,29.0,2.5,1935,2.45,1.0,13.0,12.0,0.0,1.0,1.0
17.7,25.0,2.1,1917,2.48,1.0,13.0,13.0,0.0,1.0,1.0
18.3,24.0,1.7,1983,2.4,1.0,13.0,14.0,0.0,1.0,1.0
18.3,21.0,2.7,2000,2.02,1.0,13.0,15.0,0.0,1.0,1.0
18.0,26.0,2.1,2000,1.45,1.0,13.0,16.0,0.0,1.0,1.0
16.9,34.0,2.5,2000,0.74,1.0,13.0,17.0,0.0,1.0,1.0
14.6,39.0,2.3,2000,0.11,1.0,13.0,18.0,0.0,1.0,1.0
13.2,42.0,1.3,2000,0.0,1.0,13.0,19.0,0.0,1.0,1.0
12.2,47.0,1.1,2000,0.0,1.0,13.0,20.0,0.0,1.0,1.0
10.8,53.0,0.9,2000,0.0,1.0,13.0,21.0,0.0,1.0,1.0
9.9,50.0,0.1,2000,0.0,1.0,13.0,22.0,0.0,1.0,1.0
9.7,56.0,0.7,2000,0.0,1.0,13.0,23.0,0.0,1.0,1.0
9.2,64.0,0.7,2000,0.0,1.0,13.0,0.0,0.0,1.0,1.0
9.0,66.0,0.7,2000,0.0,1.0,13.0,1.0,0.0,1.0,1.0
8.7,71.0,0.8,2000,0.0,0.0,13.0,2.0,0.0,1.0,1.0
8.6,74.0,0.6,1985,0.0,0.0,13.0,3.0,0.0,1.0,1.0
8.1,78.0,0.6,2000,0.0,0.0,13.0,4.0,0.0,1.0,1.0
7.8,81.0,1.1,2000,0.0,0.0,13.0,5.0,0.0,1.0,1.0
7.6,82.0,0.3,1933,0.0,0.0,13.0,6.0,0.0,1.0,1.0
7.7,81.0,0.4,1992,0.0,1.0,13.0,7.0,0.0,1.0,1.0
8.5,77.0,0.5,1995,0.21,1.0,13.0,8.0,0.0,1.0,1.0
10.9,60.0,0.9,1997,0.93,1.0,13.0,9.0,0.0,1.0,1.0
13.7,57.0,1.2,2000,1.33,1.0,13.0,10.0,0.0,1.0,1.0
15.0,52.0,1.4,2000,1.5,1.0,13.0,11.0,0.0,1.0,1.0
16.8,50.0,1.6,2000,1.94,1.0,13.0,12.0,0.0,1.0,1.0
18.1,43.0,2.2,2000,2.3,1.0,13.0,13.0,0.0,1.0,1.0
18.7,39.0,1.3,2000,1.66,1.0,13.0,14.0,0.0,1.0,1.0
19.0,38.0,1.9,2000,1.72,1.0,13.0,15.0,0.0,1.0,1.0
18.5,40.0,1.8,2000,1.28,1.0,13.0,16.0,0.0,1.0,1.0
16.9,44.0,1.6,2000,0.44,1.0,13.0,17.0,0.0,1.0,1.0
15.7,45.0,2.5,2000,0.06,1.0,13.0,18.0,0.0,1.0,1.0
14.9,49.0,2.1,2000,0.0,1.0,13.0,19.0,0.0,1.0,1.0
13.8,56.0,1.9,2000,0.0,1.0,13.0,20.0,0.0,1.0,1.0
12.6,60.0,0.5,2000,0.0,1.0,13.0,21.0,0.0,1.0,1.0
11.6,61.0,0.2,2000,0.0,1.0,13.0,22.0,0.0,1.0,1.0
10.9,64.0,0.2,2000,0.0,1.0,13.0,23.0,0.0,1.0,1.0
10.3,67.0,1.5,2000,0.0,1.0,13.0,0.0,0.0,1.0,1.0
9.8,68.0,1.7,2000,0.0,1.0,13.0,1.0,0.0,1.0,1.0
9.2,72.0,1.5,2000,0.0,0.0,13.0,2.0,0.0,1.0,1.0
8.5,74.0,1.3,2000,0.0,0.0,13.0,3.0,0.0,1.0,1.0
8.1,76.0,0.3,2000,0.0,0.0,13.0,4.0,0.0,1.0,1.0
7.7,73.0,0.0,2000,0.0,0.0,13.0,5.0,0.0,1.0,1.0
7.2,77.0,0.5,2000,0.0,0.0,13.0,6.0,0.0,1.0,1.0
7.3,72.0,0.4,2000,0.0,1.0,13.0,7.0,0.0,1.0,1.0
7.9,63.0,0.6,2000,0.3,1.0,13.0,8.0,0.0,1.0,1.0
11.1,53.0,1.0,2000,1.05,1.0,13.0,9.0,0.0,1.0,1.0
13.8,44.0,1.5,1953,1.66,1.0,13.0,10.0,0.0,1.0,1.0
16.4,35.0,1.1,2000,2.13,1.0,13.0,11.0,0.0,1.0,1.0
17.4,33.0,1.1,2000,2.39,1.0,13.0,12.0,0.0,1.0,1.0
18.9,33.0,1.8,2000,2.43,1.0,13.0,13.0,0.0,1.0,1.0
19.8,32.0,2.3,1978,2.25,1.0,13.0,14.0,0.0,1.0,1.0
19.7,30.0,3.0,1971,1.89,1.0,13.0,15.0,0.0,1.0,1.0
19.3,29.0,2.8,2000,1.34,1.0,13.0,16.0,0.0,1.0,1.0
18.5,35.0,2.2,2000,0.68,1.0,13.0,17.0,0.0,1.0,1.0
16.6,40.0,2.4,2000,0.11,1.0,13.0,18.0,0.0,1.0,1.0
15.3,53.0,2.4,2000,0.0,1.0,13.0,19.0,0.0,1.0,1.0
14.2,56.0,1.8,2000,0.0,1.0,13.0,20.0,0.0,1.0,1.0
13.3,56.0,1.1,2000,0.0,1.0,13.0,21.0,0.0,1.0,1.0
12.3,65.0,1.7,2000,0.0,1.0,13.0,22.0,0.0,1.0,1.0
11.7,70.0,1.7,2000,0.0,1.0,13.0,23.0,0.0,1.0,1.0
11.3,71.0,1.2,1997,0.0,1.0,13.0,0.0,0.0,1.0,1.0
10.9,72.0,0.0,1966,0.0,1.0,13.0,1.0,0.0,1.0,1.0
10.1,78.0,0.1,1887,0.0,1.0,13.0,2.0,0.0,1.0,1.0
9.5,77.0,0.4,1611,0.0,0.0,13.0,3.0,0.0,1.0,1.0
8.9,75.0,0.4,1877,0.0,0.0,13.0,4.0,0.0,1.0,1.0
8.1,76.0,0.6,1309,0.0,0.0,13.0,5.0,0.0,1.0,1.0
7.5,79.0,0.6,1025,0.0,0.0,13.0,6.0,0.0,1.0,1.0
7.0,82.0,0.5,867,0.0,0.0,13.0,7.0,0.0,1.0,1.0
7.8,70.0,1.4,1034,0.29,1.0,13.0,8.0,0.0,1.0,1.0
10.4,60.0,1.3,1326,0.99,1.0,13.0,9.0,0.0,1.0,1.0
13.0,49.0,0.5,1685,1.61,1.0,13.0,10.0,0.0,1.0,1.0
16.2,39.0,1.6,1580,2.05,1.0,13.0,11.0,0.0,1.0,1.0
17.7,33.0,2.2,1556,2.37,1.0,13.0,12.0,0.0,1.0,1.0
19.4,26.0,1.1,1942,2.45,1.0,13.0,13.0,0.0,1.0,1.0
20.0,22.0,1.6,1950,2.29,1.0,13.0,14.0,0.0,1.0,1.0
21.3,24.0,1.5,1832,1.91,1.0,13.0,15.0,0.0,1.0,1.0
20.9,20.0,2.0,1976,1.35,1.0,13.0,16.0,0.0,1.0,1.0
19.2,23.0,1.5,2000,0.62,1.0,13.0,17.0,0.0,1.0,1.0
16.6,41.0,2.4,1811,0.04,1.0,13.0,18.0,0.0,1.0,1.0
14.6,48.0,1.9,1998,0.0,1.0,13.0,19.0,0.0,1.0,1.0
13.7,51.0,1.0,1954,0.0,1.0,13.0,20.0,0.0,1.0,1.0
13.3,55.0,2.0,1554,0.0,1.0,13.0,21.0,0.0,1.0,1.0
12.7,58.0,0.0,1480,0.0,1.0,13.0,22.0,0.0,1.0,1.0
11.7,58.0,0.0,1567,0.0,1.0,13.0,23.0,0.0,1.0,1.0
11.2,62.0,0.0,1613,0.0,1.0,13.0,0.0,0.0,1.0,1.0
10.6,60.0,0.5,1642,0.0,1.0,13.0,1.0,0.0,1.0,1.0
9.8,63.0,0.6,1591,0.0,0.0,13.0,2.0,0.0,1.0,1.0
9.2,68.0,0.4,1538,0.0,0.0,13.0,3.0,0.0,1.0,1.0
8.8,71.0,0.9,1516,0.0,0.0,13.0,4.0,0.0,1.0,1.0
8.2,73.0,1.3,1305,0.0,0.0,13.0,5.0,0.0,1.0,1.0
7.6,75.0,0.6,1181,0.0,0.0,13.0,6.0,0.0,1.0,1.0
7.2,76.0,0.5,1113,0.0,0.0,13.0,7.0,0.0,1.0,1.0
7.9,67.0,1.1,1210,0.28,1.0,13.0,8.0,0.0,1.0,1.0
10.5,56.0,1.2,1741,0.98,1.0,13.0,9.0,0.0,1.0,1.0
13.4,46.0,0.8,1718,1.61,1.0,13.0,10.0,0.0,1.0,1.0
16.8,38.0,1.5,1326,2.07,1.0,13.0,11.0,0.0,1.0,1.0
18.4,28.0,1.9,1690,2.33,1.0,13.0,12.0,0.0,1.0,1.0
19.3,24.0,1.5,1745,2.4,1.0,13.0,13.0,0.0,1.0,1.0
20.1,23.0,2.3,1896,2.23,1.0,13.0,14.0,0.0,1.0,1.0
20.9,23.0,1.5,1892,1.87,1.0,13.0,15.0,0.0,1.0,1.0
20.2,24.0,2.5,1881,1.31,1.0,13.0,16.0,0.0,1.0,1.0
18.8,24.0,2.1,2000,0.63,1.0,13.0,17.0,0.0,1.0,1.0
16.2,41.0,1.4,1907,0.06,1.0,13.0,18.0,0.0,1.0,1.0
14.9,46.0,1.4,1455,0.0,1.0,13.0,19.0,0.0,1.0,1.0
13.8,52.0,1.6,1341,0.0,1.0,13.0,20.0,0.0,1.0,1.0
13.0,49.0,1.0,1702,0.0,1.0,13.0,21.0,0.0,1.0,1.0
12.2,57.0,0.0,1544,0.0,1.0,13.0,22.0,0.0,1.0,1.0
11.8,56.0,0.0,1655,0.0,1.0,13.0,23.0,0.0,1.0,1.0
11.4,56.0,0.2,1778,0.0,1.0,13.0,0.0,0.0,1.0,1.0
10.7,57.0,0.9,1828,0.0,0.0,13.0,1.0,0.0,1.0,1.0
10.5,57.0,0.2,1837,0.0,0.0,13.0,2.0,0.0,1.0,1.0
10.2,60.0,1.0,1796,0.0,0.0,13.0,3.0,0.0,1.0,1.0
10.0,62.0,0.6,1759,0.0,0.0,13.0,4.0,0.0,1.0,1.0
9.4,65.0,0.8,1659,0.0,0.0,13.0,5.0,0.0,1.0,1.0
9.2,65.0,0.8,1689,0.0,1.0,13.0,6.0,0.0,1.0,1.0
8.9,67.0,0.8,1557,0.0,1.0,13.0,7.0,0.0,1.0,1.0
9.7,58.0,0.6,1559,0.22,1.0,13.0,8.0,0.0,1.0,1.0
11.9,50.0,1.1,1529,0.75,1.0,13.0,9.0,0.0,1.0,1.0
14.6,43.0,0.7,1339,1.35,1.0,13.0,10.0,0.0,1.0,1.0
16.7,37.0,0.7,1074,1.74,1.0,13.0,11.0,0.0,1.0,1.0
18.2,34.0,1.0,758,2.03,1.0,13.0,12.0,0.0,1.0,1.0
19.4,35.0,1.2,678,1.73,1.0,13.0,13.0,0.0,1.0,1.0
20.6,30.0,2.2,839,1.69,1.0,13.0,14.0,0.0,1.0,1.0
20.2,31.0,1.6,855,1.25,1.0,13.0,15.0,0.0,1.0,1.0
19.7,34.0,1.6,688,0.88,1.0,13.0,16.0,0.0,1.0,1.0
18.9,35.0,1.7,720,0.41,1.0,13.0,17.0,0.0,1.0,1.0
17.3,43.0,0.9,783,0.08,1.0,13.0,18.0,0.0,1.0,1.0
15.6,44.0,1.5,828,0.0,1.0,13.0,19.0,0.0,1.0,1.0
14.5,51.0,1.4,751,0.0,1.0,13.0,20.0,0.0,1.0,1.0
13.4,56.0,0.7,758,0.0,1.0,13.0,21.0,0.0,1.0,1.0
12.7,60.0,0.0,680,0.0,1.0,13.0,22.0,0.0,1.0,1.0
12.0,59.0,0.4,685,0.0,1.0,13.0,23.0,0.0,1.0,1.0
11.6,61.0,0.7,673,0.0,1.0,13.0,0.0,0.0,1.0,1.0
11.1,62.0,0.2,666,0.0,1.0,13.0,1.0,0.0,1.0,1.0
10.6,68.0,0.9,603,0.0,0.0,13.0,2.0,0.0,1.0,1.0
10.1,70.0,1.1,606,0.0,0.0,13.0,3.0,0.0,1.0,1.0
10.0,73.0,0.9,622,0.0,0.0,13.0,4.0,0.0,1.0,1.0
10.0,73.0,0.5,593,0.0,0.0,13.0,5.0,0.0,1.0,1.0
9.9,75.0,1.0,560,0.0,0.0,13.0,6.0,0.0,1.0,1.0
10.4,71.0,0.6,557,0.0,1.0,13.0,7.0,0.0,1.0,1.0
11.0,78.0,0.8,412,0.03,1.0,13.0,8.0,0.0,1.0,1.0
11.7,77.0,0.8,394,0.25,1.0,13.0,9.0,0.0,1.0,1.0
13.8,65.0,1.1,475,1.06,1.0,13.0,10.0,0.0,1.0,1.0
13.0,70.0,5.0,989,0.5,0.0,13.0,11.0,0.0,1.0,1.0
11.5,90.0,1.2,973,0.06,0.0,13.0,12.0,0.0,1.0,1.0
13.5,82.0,0.8,962,1.33,1.0,13.0,13.0,0.0,1.0,1.0
15.1,71.0,0.9,973,1.62,1.0,13.0,14.0,0.0,1.0,1.0
16.6,68.0,1.5,955,1.55,1.0,13.0,15.0,0.0,1.0,1.0
16.1,70.0,1.3,898,0.83,1.0,13.0,16.0,0.0,1.0,1.0
15.7,63.0,3.2,1118,0.39,1.0,13.0,17.0,0.0,1.0,1.0
14.5,71.0,2.1,1235,0.06,1.0,13.0,18.0,0.0,1.0,1.0
14.0,70.0,1.6,1265,0.0,1.0,13.0,19.0,0.0,1.0,1.0
13.6,70.0,1.4,1392,0.0,1.0,13.0,20.0,0.0,1.0,1.0
12.6,70.0,1.2,1425,0.0,1.0,13.0,21.0,0.0,1.0,1.0
12.3,73.0,0.9,1392,0.0,1.0,13.0,22.0,0.0,1.0,1.0
11.2,78.0,0.5,802,0.0,1.0,13.0,23.0,0.0,1.0,1.0
10.8,80.0,1.0,1151,0.0,1.0,13.0,0.0,0.0,1.0,1.0
10.2,84.0,1.2,1036,0.0,1.0,13.0,1.0,0.0,1.0,1.0
9.5,87.0,1.0,919,0.0,0.0,13.0,2.0,0.0,1.0,1.0
9.4,85.0,1.6,983,0.0,0.0,13.0,3.0,0.0,1.0,1.0
9.0,87.0,0.6,972,0.0,0.0,13.0,4.0,0.0,1.0,1.0
8.5,87.0,1.2,1046,0.0,0.0,13.0,5.0,0.0,1.0,1.0
8.1,88.0,0.9,831,0.0,0.0,13.0,6.0,0.0,1.0,1.0
7.8,90.0,0.6,763,0.0,1.0,13.0,7.0,0.0,1.0,1.0
8.1,85.0,1.2,772,0.26,1.0,13.0,8.0,0.0,1.0,1.0
10.1,72.0,1.1,728,0.9,1.0,13.0,9.0,0.0,1.0,1.0
13.0,63.0,0.9,854,1.5,1.0,13.0,10.0,0.0,1.0,1.0
15.7,53.0,1.0,1172,1.99,1.0,13.0,11.0,0.0,1.0,1.0
16.8,48.0,1.6,1673,2.1,1.0,13.0,12.0,0.0,1.0,1.0
17.2,43.0,2.3,1835,1.68,1.0,13.0,13.0,0.0,1.0,1.0
17.6,39.0,2.5,1964,1.63,1.0,13.0,14.0,0.0,1.0,1.0
18.0,40.0,3.0,1808,1.71,1.0,13.0,15.0,0.0,1.0,1.0
18.2,42.0,1.3,1976,1.22,1.0,13.0,16.0,0.0,1.0,1.0
17.0,47.0,2.2,1989,0.59,1.0,13.0,17.0,0.0,1.0,1.0
15.1,53.0,1.7,2000,0.06,1.0,13.0,18.0,0.0,1.0,1.0
13.9,61.0,1.9,2000,0.0,1.0,13.0,19.0,0.0,1.0,1.0
13.1,63.0,0.4,2000,0.0,1.0,13.0,20.0,0.0,1.0,1.0
12.1,67.0,1.0,1977,0.0,1.0,13.0,21.0,0.0,1.0,1.0
11.6,71.0,0.2,1858,0.0,1.0,13.0,22.0,0.0,1.0,1.0
11.0,74.0,0.1,1817,0.0,1.0,13.0,23.0,0.0,1.0,1.0
10.5,75.0,0.3,1800,0.0,1.0,13.0,0.0,0.0,1.0,1.0
10.0,78.0,0.4,1669,0.0,1.0,13.0,1.0,0.0,1.0,1.0
9.1,79.0,0.5,1625,0.0,0.0,13.0,2.0,0.0,1.0,1.0
9.1,79.0,0.2,1689,0.0,0.0,13.0,3.0,0.0,1.0,1.0
8.5,83.0,1.2,1577,0.0,0.0,13.0,4.0,0.0,1.0,1.0
