Rented Bike Count,Temperature,Humidity,Wind speed,Visibility,Solar Radiation,Rented Bike B,Date,Hour,Seasons,Functioning Day,Holiday
1329,23.8,81.0,0.6,1893,0.0,1.0,13.0,23.0,2.0,1.0,1.0
1075,23.2,83.0,0.5,1887,0.0,1.0,0.0,0.0,0.0,1.0,1.0
975,22.7,83.0,0.1,1940,0.0,1.0,0.0,1.0,0.0,1.0,1.0
785,22.0,86.0,0.4,1703,0.0,1.0,0.0,2.0,0.0,1.0,1.0
514,21.6,87.0,0.3,1579,0.0,1.0,0.0,3.0,0.0,1.0,1.0
338,21.2,88.0,0.9,1183,0.0,0.0,0.0,4.0,0.0,1.0,1.0
260,21.1,87.0,0.6,1116,0.0,0.0,0.0,5.0,0.0,1.0,1.0
362,20.9,87.0,0.7,1198,0.0,0.0,0.0,6.0,0.0,1.0,1.0
511,21.1,81.0,1.0,1738,0.14,1.0,0.0,7.0,0.0,1.0,1.0
812,22.3,64.0,1.7,2000,0.75,1.0,0.0,8.0,0.0,1.0,1.0
925,24.1,56.0,2.1,1956,1.46,1.0,0.0,9.0,0.0,1.0,1.0
861,26.0,54.0,1.5,2000,2.13,1.0,0.0,10.0,0.0,1.0,1.0
981,27.6,47.0,1.2,2000,2.63,1.0,0.0,11.0,0.0,1.0,1.0
1086,28.9,46.0,1.6,1966,2.96,1.0,0.0,12.0,0.0,1.0,1.0
1303,29.4,48.0,1.9,1942,2.88,1.0,0.0,13.0,0.0,1.0,1.0
1371,29.7,42.0,1.4,2000,2.37,1.0,0.0,14.0,0.0,1.0,1.0
1480,30.0,45.0,0.9,2000,2.1,1.0,0.0,15.0,0.0,1.0,1.0
1678,30.5,41.0,1.4,1930,1.95,1.0,0.0,16.0,0.0,1.0,1.0
1845,29.6,42.0,1.3,2000,0.98,1.0,0.0,17.0,0.0,1.0,1.0
1892,28.8,46.0,1.3,2000,0.58,1.0,0.0,18.0,0.0,1.0,1.0
1891,27.8,48.0,1.1,2000,0.08,1.0,0.0,19.0,0.0,1.0,1.0
1440,26.9,49.0,2.1,2000,0.0,1.0,0.0,20.0,0.0,1.0,1.0
1110,26.0,52.0,1.4,2000,0.0,1.0,0.0,21.0,0.0,1.0,1.0
992,25.1,53.0,2.0,2000,0.0,1.0,0.0,22.0,0.0,1.0,1.0
1523,24.4,54.0,1.6,2000,0.0,1.0,0.0,23.0,0.0,1.0,1.0
1336,23.5,56.0,1.5,2000,0.0,1.0,1.0,0.0,0.0,1.0,1.0
930,22.8,59.0,1.5,2000,0.0,1.0,1.0,1.0,0.0,1.0,1.0
610,22.0,60.0,1.2,2000,0.0,1.0,1.0,2.0,0.0,1.0,1.0
440,21.5,61.0,1.3,2000,0.0,0.0,1.0,3.0,0.0,1.0,1.0
255,21.1,62.0,1.8,2000,0.0,0.0,1.0,4.0,0.0,1.0,1.0
179,20.6,65.0,1.1,2000,0.0,0.0,1.0,5.0,0.0,1.0,1.0
249,20.2,66.0,1.0,2000,0.0,0.0,1.0,6.0,0.0,1.0,1.0
388,20.2,65.0,1.4,2000,0.16,0.0,1.0,7.0,0.0,1.0,1.0
576,21.3,57.0,1.3,2000,0.81,1.0,1.0,8.0,0.0,1.0,1.0
721,23.4,52.0,1.3,1997,1.53,1.0,1.0,9.0,0.0,1.0,1.0
802,25.0,47.0,1.5,2000,2.17,1.0,1.0,10.0,0.0,1.0,1.0
940,26.5,44.0,1.4,1958,2.62,1.0,1.0,11.0,0.0,1.0,1.0
1075,27.5,43.0,1.4,1959,2.75,1.0,1.0,12.0,0.0,1.0,1.0
1254,28.5,42.0,1.7,1990,2.94,1.0,1.0,13.0,0.0,1.0,1.0
1395,29.1,43.0,1.4,2000,2.39,1.0,1.0,14.0,0.0,1.0,1.0
1550,29.3,43.0,1.5,1958,2.4,1.0,1.0,15.0,0.0,1.0,1.0
1853,29.3,44.0,1.4,1997,1.32,1.0,1.0,16.0,0.0,1.0,1.0
2069,28.8,47.0,2.0,1998,1.0,1.0,1.0,17.0,0.0,1.0,1.0
2118,27.9,52.0,1.7,2000,0.2,1.0,1.0,18.0,0.0,1.0,1.0
1986,27.3,54.0,1.5,2000,0.05,1.0,1.0,19.0,0.0,1.0,1.0
1838,26.9,56.0,1.6,2000,0.0,1.0,1.0,20.0,0.0,1.0,1.0
1759,26.2,62.0,2.3,2000,0.0,1.0,1.0,21.0,0.0,1.0,1.0
1511,25.7,64.0,1.1,2000,0.0,1.0,1.0,22.0,0.0,1.0,1.0
1047,25.1,65.0,2.2,2000,0.0,1.0,1.0,23.0,0.0,1.0,1.0
763,24.7,67.0,1.2,2000,0.0,1.0,2.0,0.0,0.0,1.0,1.0
524,24.5,68.0,0.5,2000,0.0,1.0,2.0,1.0,0.0,1.0,1.0
321,24.3,68.0,1.0,2000,0.0,0.0,2.0,2.0,0.0,1.0,1.0
211,24.2,70.0,0.3,2000,0.0,0.0,2.0,3.0,0.0,1.0,1.0
153,24.0,70.0,1.2,2000,0.0,0.0,2.0,4.0,0.0,1.0,1.0
264,23.9,70.0,1.5,2000,0.0,0.0,2.0,5.0,0.0,1.0,1.0
656,23.8,71.0,1.2,2000,0.0,1.0,2.0,6.0,0.0,1.0,1.0
1287,23.9,71.0,0.4,2000,0.02,1.0,2.0,7.0,0.0,1.0,1.0
1580,24.2,70.0,1.4,2000,0.16,1.0,2.0,8.0,0.0,1.0,1.0
719,23.6,86.0,1.2,336,0.14,1.0,2.0,9.0,0.0,1.0,1.0
434,23.3,89.0,0.7,1716,0.2,0.0,2.0,10.0,0.0,1.0,1.0
443,23.7,86.0,0.6,1798,0.31,0.0,2.0,11.0,0.0,1.0,1.0
673,23.9,83.0,1.1,1901,0.27,1.0,2.0,12.0,0.0,1.0,1.0
731,24.9,78.0,1.5,1910,0.72,1.0,2.0,13.0,0.0,1.0,1.0
532,25.6,77.0,0.8,1930,0.78,1.0,2.0,14.0,0.0,1.0,1.0
137,25.7,81.0,0.7,1825,0.43,0.0,2.0,15.0,0.0,1.0,1.0
39,25.5,91.0,1.3,403,0.23,0.0,2.0,16.0,0.0,1.0,1.0
23,22.7,96.0,4.9,452,0.07,0.0,2.0,17.0,0.0,1.0,1.0
113,21.9,97.0,1.8,757,0.02,0.0,2.0,18.0,0.0,1.0,1.0
73,21.7,97.0,0.2,1154,0.01,0.0,2.0,19.0,0.0,1.0,1.0
151,21.5,97.0,0.3,2000,0.0,0.0,2.0,20.0,0.0,1.0,1.0
110,21.6,97.0,0.5,646,0.0,0.0,2.0,21.0,0.0,1.0,1.0
379,21.7,97.0,0.4,440,0.0,0.0,2.0,22.0,0.0,1.0,1.0
486,21.7,97.0,0.8,838,0.0,0.0,2.0,23.0,0.0,1.0,1.0
500,21.4,97.0,0.1,404,0.0,0.0,3.0,0.0,0.0,1.0,1.0
486,21.3,97.0,1.1,570,0.0,0.0,3.0,1.0,0.0,1.0,1.0
324,20.9,96.0,0.4,970,0.0,0.0,3.0,2.0,0.0,1.0,1.0
223,20.6,97.0,0.2,500,0.0,0.0,3.0,3.0,0.0,1.0,1.0
186,20.4,97.0,2.7,704,0.0,0.0,3.0,4.0,0.0,1.0,1.0
219,20.2,97.0,1.2,528,0.0,0.0,3.0,5.0,0.0,1.0,1.0
602,20.0,97.0,0.0,647,0.0,1.0,3.0,6.0,0.0,1.0,1.0
1289,20.1,97.0,1.9,443,0.03,1.0,3.0,7.0,0.0,1.0,1.0
2059,20.5,90.0,1.9,490,0.53,1.0,3.0,8.0,0.0,1.0,1.0
1083,21.6,81.0,2.3,1669,1.2,1.0,3.0,9.0,0.0,1.0,1.0
822,23.1,73.0,3.1,2000,2.24,1.0,3.0,10.0,0.0,1.0,1.0
940,24.5,64.0,2.7,2000,2.7,1.0,3.0,11.0,0.0,1.0,1.0
995,25.8,57.0,2.8,2000,3.02,1.0,3.0,12.0,0.0,1.0,1.0
997,26.5,58.0,2.8,2000,2.87,1.0,3.0,13.0,0.0,1.0,1.0
987,27.4,52.0,3.8,1998,2.67,1.0,3.0,14.0,0.0,1.0,1.0
1178,26.7,51.0,3.4,2000,2.09,1.0,3.0,15.0,0.0,1.0,1.0
1429,27.1,47.0,4.3,2000,1.82,1.0,3.0,16.0,0.0,1.0,1.0
1993,27.6,47.0,3.3,2000,1.49,1.0,3.0,17.0,0.0,1.0,1.0
3166,26.8,53.0,2.6,2000,0.8,1.0,3.0,18.0,0.0,1.0,1.0
2491,25.1,49.0,3.1,2000,0.18,1.0,3.0,19.0,0.0,1.0,1.0
2259,23.7,49.0,3.3,2000,0.0,1.0,3.0,20.0,0.0,1.0,1.0
2212,22.9,55.0,3.0,2000,0.0,1.0,3.0,21.0,0.0,1.0,1.0
1856,22.2,58.0,1.5,2000,0.0,1.0,3.0,22.0,0.0,1.0,1.0
1233,21.7,60.0,0.5,2000,0.0,1.0,3.0,23.0,0.0,1.0,1.0
983,21.1,64.0,1.5,2000,0.0,1.0,4.0,0.0,0.0,1.0,1.0
748,20.9,66.0,1.1,2000,0.0,1.0,4.0,1.0,0.0,1.0,1.0
493,20.6,72.0,0.9,2000,0.0,0.0,4.0,2.0,0.0,1.0,1.0
376,20.2,77.0,0.4,2000,0.0,0.0,4.0,3.0,0.0,1.0,1.0
220,19.9,81.0,0.2,2000,0.0,0.0,4.0,4.0,0.0,1.0,1.0
249,19.7,82.0,0.5,2000,0.0,0.0,4.0,5.0,0.0,1.0,1.0
676,19.8,82.0,0.5,2000,0.0,1.0,4.0,6.0,0.0,1.0,1.0
1487,19.8,79.0,0.9,2000,0.13,1.0,4.0,7.0,0.0,1.0,1.0
2312,21.2,69.0,1.9,2000,0.74,1.0,4.0,8.0,0.0,1.0,1.0
1195,23.4,59.0,3.0,1974,1.46,1.0,4.0,9.0,0.0,1.0,1.0
847,25.4,49.0,3.9,1996,2.13,1.0,4.0,10.0,0.0,1.0,1.0
937,26.4,47.0,2.9,2000,2.38,1.0,4.0,11.0,0.0,1.0,1.0
1072,27.1,44.0,5.0,2000,2.8,1.0,4.0,12.0,0.0,1.0,1.0
1039,27.3,46.0,4.8,1983,2.92,1.0,4.0,13.0,0.0,1.0,1.0
989,27.9,42.0,5.0,1914,2.79,1.0,4.0,14.0,0.0,1.0,1.0
1131,28.1,43.0,5.1,1929,2.65,1.0,4.0,15.0,0.0,1.0,1.0
1446,28.2,37.0,4.0,1987,2.03,1.0,4.0,16.0,0.0,1.0,1.0
2068,27.7,40.0,5.0,2000,1.51,1.0,4.0,17.0,0.0,1.0,1.0
3160,27.0,45.0,2.4,2000,0.77,1.0,4.0,18.0,0.0,1.0,1.0
2468,25.4,55.0,3.2,2000,0.15,1.0,4.0,19.0,0.0,1.0,1.0
2177,24.5,64.0,2.0,2000,0.0,1.0,4.0,20.0,0.0,1.0,1.0
2024,23.9,75.0,2.3,1975,0.0,1.0,4.0,21.0,0.0,1.0,1.0
1798,23.6,82.0,1.8,1673,0.0,1.0,4.0,22.0,0.0,1.0,1.0
1219,23.0,83.0,1.8,1469,0.0,1.0,4.0,23.0,0.0,1.0,1.0
963,22.5,83.0,0.5,1593,0.0,1.0,5.0,0.0,0.0,1.0,1.0
743,21.9,85.0,0.2,1410,0.0,1.0,5.0,1.0,0.0,1.0,1.0
531,21.6,86.0,0.2,1353,0.0,1.0,5.0,2.0,0.0,1.0,1.0
320,21.5,85.0,0.1,1282,0.0,0.0,5.0,3.0,0.0,1.0,1.0
215,21.6,87.0,0.4,951,0.0,0.0,5.0,4.0,0.0,1.0,1.0
247,21.7,87.0,0.6,846,0.0,0.0,5.0,5.0,0.0,1.0,1.0
680,21.4,84.0,0.8,1506,0.0,1.0,5.0,6.0,0.0,1.0,1.0
1438,20.9,83.0,0.4,1388,0.09,1.0,5.0,7.0,0.0,1.0,1.0
2270,21.8,77.0,0.9,1419,0.43,1.0,5.0,8.0,0.0,1.0,1.0
1186,23.5,72.0,0.5,1485,0.95,1.0,5.0,9.0,0.0,1.0,1.0
835,24.6,70.0,1.2,1454,0.96,1.0,5.0,10.0,0.0,1.0,1.0
941,25.9,63.0,2.5,1693,1.32,1.0,5.0,11.0,0.0,1.0,1.0
1041,26.9,60.0,2.3,1592,1.67,1.0,5.0,12.0,0.0,1.0,1.0
1049,28.0,52.0,2.3,1642,1.85,1.0,5.0,13.0,0.0,1.0,1.0
1032,27.9,47.0,3.2,1869,1.65,1.0,5.0,14.0,0.0,1.0,1.0
1089,27.8,48.0,3.0,1880,0.93,1.0,5.0,15.0,0.0,1.0,1.0
1292,26.9,55.0,3.9,1909,0.54,1.0,5.0,16.0,0.0,1.0,1.0
1525,26.6,63.0,3.0,2000,0.43,1.0,5.0,17.0,0.0,1.0,1.0
2497,25.8,58.0,2.9,2000,0.16,1.0,5.0,18.0,0.0,1.0,1.0
1990,25.3,71.0,3.3,2000,0.05,1.0,5.0,19.0,0.0,1.0,1.0
1900,25.1,71.0,3.6,2000,0.0,1.0,5.0,20.0,0.0,1.0,1.0
1851,24.6,70.0,2.5,2000,0.0,1.0,5.0,21.0,0.0,1.0,1.0
1641,24.3,71.0,2.5,1992,0.0,1.0,5.0,22.0,0.0,1.0,1.0
562,23.9,71.0,4.7,1982,0.0,1.0,5.0,23.0,0.0,1.0,1.0
556,21.3,82.0,3.5,1933,0.0,1.0,6.0,0.0,0.0,1.0,1.0
345,21.6,77.0,2.6,1777,0.0,0.0,6.0,1.0,0.0,1.0,1.0
259,21.3,76.0,2.2,1559,0.0,0.0,6.0,2.0,0.0,1.0,1.0
259,21.1,75.0,1.8,1551,0.0,0.0,6.0,3.0,0.0,1.0,1.0
185,20.8,66.0,1.5,1719,0.0,0.0,6.0,4.0,0.0,1.0,1.0
247,20.5,67.0,1.2,1649,0.0,0.0,6.0,5.0,0.0,1.0,1.0
624,20.2,70.0,1.6,1690,0.0,1.0,6.0,6.0,0.0,1.0,1.0
1346,20.3,74.0,1.8,1372,0.07,1.0,6.0,7.0,0.0,1.0,1.0
2260,20.5,78.0,2.5,1250,0.32,1.0,6.0,8.0,0.0,1.0,1.0
1194,21.3,63.0,2.7,1969,1.15,1.0,6.0,9.0,0.0,1.0,1.0
896,22.6,58.0,1.8,1962,2.02,1.0,6.0,10.0,0.0,1.0,1.0
988,23.8,51.0,3.5,1970,2.62,1.0,6.0,11.0,0.0,1.0,1.0
1213,24.2,50.0,3.8,2000,2.85,1.0,6.0,12.0,0.0,1.0,1.0
1119,24.3,50.0,2.9,2000,2.37,1.0,6.0,13.0,0.0,1.0,1.0
1187,25.2,43.0,3.2,1981,2.59,1.0,6.0,14.0,0.0,1.0,1.0
1391,24.7,44.0,4.2,2000,1.92,1.0,6.0,15.0,0.0,1.0,1.0
1577,25.2,39.0,2.8,1987,1.65,1.0,6.0,16.0,0.0,1.0,1.0
2183,24.5,37.0,3.2,2000,1.04,1.0,6.0,17.0,0.0,1.0,1.0
3154,24.4,34.0,2.4,2000,0.84,1.0,6.0,18.0,0.0,1.0,1.0
2365,22.6,39.0,2.8,2000,0.14,1.0,6.0,19.0,0.0,1.0,1.0
1959,21.6,43.0,1.4,2000,0.0,1.0,6.0,20.0,0.0,1.0,1.0
1915,20.6,48.0,2.1,2000,0.0,1.0,6.0,21.0,0.0,1.0,1.0
1796,19.8,51.0,1.2,2000,0.0,1.0,6.0,22.0,0.0,1.0,1.0
1363,19.4,50.0,2.8,2000,0.0,1.0,6.0,23.0,0.0,1.0,1.0
1107,19.2,53.0,3.7,2000,0.0,1.0,7.0,0.0,0.0,1.0,1.0
1001,18.9,55.0,2.3,2000,0.0,1.0,7.0,1.0,0.0,1.0,1.0
692,18.5,57.0,2.3,2000,0.0,1.0,7.0,2.0,0.0,1.0,1.0
504,17.8,60.0,0.2,2000,0.0,0.0,7.0,3.0,0.0,1.0,1.0
285,17.2,66.0,0.6,2000,0.0,0.0,7.0,4.0,0.0,1.0,1.0
227,16.7,70.0,0.8,2000,0.0,0.0,7.0,5.0,0.0,1.0,1.0
322,16.2,70.0,0.3,2000,0.0,0.0,7.0,6.0,0.0,1.0,1.0
511,16.0,70.0,1.1,2000,0.11,1.0,7.0,7.0,0.0,1.0,1.0
827,17.1,57.0,1.0,1979,0.76,1.0,7.0,8.0,0.0,1.0,1.0
956,19.9,51.0,0.6,1906,1.46,1.0,7.0,9.0,0.0,1.0,1.0
1096,22.2,43.0,0.9,1891,2.09,1.0,7.0,10.0,0.0,1.0,1.0
1179,24.2,41.0,1.5,1818,2.62,1.0,7.0,11.0,0.0,1.0,1.0
1273,25.2,36.0,2.4,1995,2.93,1.0,7.0,12.0,0.0,1.0,1.0
1505,26.1,32.0,3.0,1985,3.06,1.0,7.0,13.0,0.0,1.0,1.0
1554,26.8,31.0,2.8,2000,2.96,1.0,7.0,14.0,0.0,1.0,1.0
1792,26.9,33.0,2.9,1997,2.65,1.0,7.0,15.0,0.0,1.0,1.0
1943,27.7,32.0,1.4,2000,2.05,1.0,7.0,16.0,0.0,1.0,1.0
2167,27.2,35.0,1.7,2000,1.32,1.0,7.0,17.0,0.0,1.0,1.0
2255,25.7,38.0,1.5,2000,0.64,1.0,7.0,18.0,0.0,1.0,1.0
1978,24.0,41.0,1.9,2000,0.1,1.0,7.0,19.0,0.0,1.0,1.0
1944,22.8,45.0,2.0,2000,0.0,1.0,7.0,20.0,0.0,1.0,1.0
1878,22.1,49.0,1.7,2000,0.0,1.0,7.0,21.0,0.0,1.0,1.0
1675,21.5,51.0,2.0,2000,0.0,1.0,7.0,22.0,0.0,1.0,1.0
1142,20.7,52.0,1.4,2000,0.0,1.0,7.0,23.0,0.0,1.0,1.0
1185,19.6,53.0,1.5,2000,0.0,1.0,8.0,0.0,0.0,1.0,1.0
835,18.8,54.0,0.1,2000,0.0,1.0,8.0,1.0,0.0,1.0,1.0
589,18.1,57.0,0.3,2000,0.0,1.0,8.0,2.0,0.0,1.0,1.0
395,17.4,57.0,0.6,2000,0.0,0.0,8.0,3.0,0.0,1.0,1.0
264,17.0,59.0,0.0,2000,0.0,0.0,8.0,4.0,0.0,1.0,1.0
165,16.3,66.0,0.5,2000,0.0,0.0,8.0,5.0,0.0,1.0,1.0
255,15.8,69.0,0.9,2000,0.0,0.0,8.0,6.0,0.0,1.0,1.0
366,15.7,68.0,0.9,2000,0.05,0.0,8.0,7.0,0.0,1.0,1.0
644,17.4,56.0,0.8,2000,0.49,1.0,8.0,8.0,0.0,1.0,1.0
803,20.4,51.0,1.8,2000,1.43,1.0,8.0,9.0,0.0,1.0,1.0
928,22.9,45.0,1.5,2000,2.1,1.0,8.0,10.0,0.0,1.0,1.0
1051,24.4,41.0,1.3,1982,2.61,1.0,8.0,11.0,0.0,1.0,1.0
1220,25.9,39.0,1.2,1950,2.89,1.0,8.0,12.0,0.0,1.0,1.0
1432,27.2,32.0,1.7,2000,3.12,1.0,8.0,13.0,0.0,1.0,1.0
1662,28.2,29.0,2.0,2000,3.09,1.0,8.0,14.0,0.0,1.0,1.0
1877,28.9,27.0,1.8,2000,2.9,1.0,8.0,15.0,0.0,1.0,1.0
2099,27.1,35.0,0.9,2000,1.27,1.0,8.0,16.0,0.0,1.0,1.0
2201,27.7,33.0,1.1,2000,1.21,1.0,8.0,17.0,0.0,1.0,1.0
2368,26.0,35.0,0.3,2000,0.2,1.0,8.0,18.0,0.0,1.0,1.0
2033,24.1,56.0,2.5,2000,0.04,1.0,8.0,19.0,0.0,1.0,1.0
1930,22.9,58.0,2.6,2000,0.0,1.0,8.0,20.0,0.0,1.0,1.0
1820,22.2,57.0,1.2,2000,0.0,1.0,8.0,21.0,0.0,1.0,1.0
1291,21.8,54.0,1.6,2000,0.0,1.0,8.0,22.0,0.0,1.0,1.0
941,21.2,56.0,2.5,2000,0.0,1.0,8.0,23.0,0.0,1.0,1.0
792,20.7,57.0,1.8,2000,0.0,1.0,9.0,0.0,0.0,1.0,1.0
487,20.5,58.0,1.7,2000,0.0,0.0,9.0,1.0,0.0,1.0,1.0
332,20.0,59.0,1.5,2000,0.0,0.0,9.0,2.0,0.0,1.0,1.0
176,19.7,60.0,1.9,2000,0.0,0.0,9.0,3.0,0.0,1.0,1.0
188,19.4,61.0,1.6,2000,0.0,0.0,9.0,4.0,0.0,1.0,1.0
226,19.1,62.0,1.6,2000,0.0,0.0,9.0,5.0,0.0,1.0,1.0
691,18.7,64.0,0.9,2000,0.0,1.0,9.0,6.0,0.0,1.0,1.0
1463,18.9,63.0,1.8,2000,0.09,1.0,9.0,7.0,0.0,1.0,1.0
2278,20.1,57.0,1.6,2000,0.73,1.0,9.0,8.0,0.0,1.0,1.0
1125,22.3,52.0,1.9,2000,1.43,1.0,9.0,9.0,0.0,1.0,1.0
862,24.0,47.0,1.6,1996,2.08,1.0,9.0,10.0,0.0,1.0,1.0
934,25.3,44.0,1.2,1948,2.59,1.0,9.0,11.0,0.0,1.0,1.0
1095,26.7,40.0,1.4,2000,2.92,1.0,9.0,12.0,0.0,1.0,1.0
1057,27.1,38.0,1.7,2000,2.56,1.0,9.0,13.0,0.0,1.0,1.0
1064,27.8,37.0,1.4,1983,2.67,1.0,9.0,14.0,0.0,1.0,1.0
1249,27.6,38.0,1.4,2000,2.09,1.0,9.0,15.0,0.0,1.0,1.0
1467,27.5,39.0,1.5,2000,1.46,1.0,9.0,16.0,0.0,1.0,1.0
2147,26.6,40.0,1.4,2000,0.69,1.0,9.0,17.0,0.0,1.0,1.0
3298,25.9,42.0,1.1,2000,0.48,1.0,9.0,18.0,0.0,1.0,1.0
2518,24.4,47.0,2.0,2000,0.05,1.0,9.0,19.0,0.0,1.0,1.0
2240,23.4,48.0,1.8,2000,0.0,1.0,9.0,20.0,0.0,1.0,1.0
2090,22.5,48.0,1.4,2000,0.0,1.0,9.0,21.0,0.0,1.0,1.0
1779,21.7,50.0,1.6,2000,0.0,1.0,9.0,22.0,0.0,1.0,1.0
1223,20.8,51.0,1.7,2000,0.0,1.0,9.0,23.0,0.0,1.0,1.0
910,20.1,52.0,1.5,2000,0.0,1.0,10.0,0.0,0.0,1.0,1.0
662,19.5,52.0,1.3,2000,0.0,1.0,10.0,1.0,0.0,1.0,1.0
435,18.9,52.0,1.1,2000,0.0,0.0,10.0,2.0,0.0,1.0,1.0
261,18.2,52.0,1.5,2000,0.0,0.0,10.0,3.0,0.0,1.0,1.0
193,17.7,52.0,1.5,2000,0.0,0.0,10.0,4.0,0.0,1.0,1.0
258,17.2,54.0,1.3,2000,0.0,0.0,10.0,5.0,0.0,1.0,1.0
678,17.0,55.0,1.2,2000,0.0,1.0,10.0,6.0,0.0,1.0,1.0
1556,16.9,55.0,1.4,2000,0.07,1.0,10.0,7.0,0.0,1.0,1.0
2369,17.8,53.0,1.4,2000,0.51,1.0,10.0,8.0,0.0,1.0,1.0
1234,19.8,49.0,1.9,2000,1.24,1.0,10.0,9.0,0.0,1.0,1.0
922,21.9,43.0,1.1,2000,1.89,1.0,10.0,10.0,0.0,1.0,1.0
1012,23.7,40.0,2.0,2000,2.6,1.0,10.0,11.0,0.0,1.0,1.0
1192,24.5,40.0,1.3,1973,2.64,1.0,10.0,12.0,0.0,1.0,1.0
1102,25.7,40.0,2.2,1997,2.98,1.0,10.0,13.0,0.0,1.0,1.0
1115,25.8,37.0,1.5,1995,2.22,1.0,10.0,14.0,0.0,1.0,1.0
1222,26.0,40.0,1.9,2000,1.53,1.0,10.0,15.0,0.0,1.0,1.0
1527,25.5,44.0,1.4,2000,1.0,1.0,10.0,16.0,0.0,1.0,1.0
2171,25.4,44.0,1.2,2000,0.84,1.0,10.0,17.0,0.0,1.0,1.0
3222,24.7,45.0,0.7,2000,0.3,1.0,10.0,18.0,0.0,1.0,1.0
2455,23.7,49.0,1.8,2000,0.03,1.0,10.0,19.0,0.0,1.0,1.0
2072,22.9,48.0,1.2,2000,0.0,1.0,10.0,20.0,0.0,1.0,1.0
2018,22.2,50.0,1.3,2000,0.0,1.0,10.0,21.0,0.0,1.0,1.0
1868,21.6,52.0,1.9,2000,0.0,1.0,10.0,22.0,0.0,1.0,1.0
1240,20.9,53.0,1.8,2000,0.0,1.0,10.0,23.0,0.0,1.0,1.0
949,20.2,54.0,1.2,2000,0.0,1.0,11.0,0.0,0.0,1.0,1.0
691,19.6,56.0,1.2,2000,0.0,1.0,11.0,1.0,0.0,1.0,1.0
462,19.0,56.0,0.9,2000,0.0,0.0,11.0,2.0,0.0,1.0,1.0
297,18.4,57.0,1.3,2000,0.0,0.0,11.0,3.0,0.0,1.0,1.0
215,18.0,59.0,1.5,2000,0.0,0.0,11.0,4.0,0.0,1.0,1.0
241,17.5,60.0,1.6,2000,0.0,0.0,11.0,5.0,0.0,1.0,1.0
656,17.0,63.0,1.3,2000,0.0,1.0,11.0,6.0,0.0,1.0,1.0
1551,16.8,61.0,1.3,2000,0.06,1.0,11.0,7.0,0.0,1.0,1.0
2391,18.2,56.0,1.5,1994,0.62,1.0,11.0,8.0,0.0,1.0,1.0
1234,20.8,48.0,1.1,2000,1.38,1.0,11.0,9.0,0.0,1.0,1.0
923,22.7,45.0,1.5,2000,2.08,1.0,11.0,10.0,0.0,1.0,1.0
1017,24.8,44.0,2.1,1955,2.55,1.0,11.0,11.0,0.0,1.0,1.0
1165,26.3,44.0,1.2,1966,2.91,1.0,11.0,12.0,0.0,1.0,1.0
1066,26.8,45.0,1.8,1984,2.6,1.0,11.0,13.0,0.0,1.0,1.0
1087,26.9,45.0,1.6,2000,2.27,1.0,11.0,14.0,0.0,1.0,1.0
1251,27.7,41.0,1.6,1969,1.98,1.0,11.0,15.0,0.0,1.0,1.0
1494,27.8,42.0,1.7,1974,1.98,1.0,11.0,16.0,0.0,1.0,1.0
2129,27.8,41.0,1.9,1999,1.27,1.0,11.0,17.0,0.0,1.0,1.0
3256,27.0,44.0,1.4,2000,0.62,1.0,11.0,18.0,0.0,1.0,1.0
2443,25.4,50.0,0.6,2000,0.07,1.0,11.0,19.0,0.0,1.0,1.0
2146,24.0,56.0,0.5,1890,0.0,1.0,11.0,20.0,0.0,1.0,1.0
2012,23.2,57.0,1.1,2000,0.0,1.0,11.0,21.0,0.0,1.0,1.0
1824,22.6,60.0,1.0,2000,0.0,1.0,11.0,22.0,0.0,1.0,1.0
1309,22.2,62.0,0.8,2000,0.0,1.0,11.0,23.0,0.0,1.0,1.0
968,21.9,62.0,1.0,1822,0.0,1.0,13.0,0.0,0.0,1.0,1.0
736,21.5,65.0,1.0,2000,0.0,1.0,13.0,1.0,0.0,1.0,1.0
437,21.2,66.0,0.8,2000,0.0,0.0,13.0,2.0,0.0,1.0,1.0
304,20.9,68.0,1.7,2000,0.0,0.0,13.0,3.0,0.0,1.0,1.0
240,20.7,69.0,1.3,2000,0.0,0.0,13.0,4.0,0.0,1.0,1.0
248,20.5,70.0,1.2,2000,0.0,0.0,13.0,5.0,0.0,1.0,1.0
655,20.3,71.0,1.6,2000,0.0,1.0,13.0,6.0,0.0,1.0,1.0
1448,20.5,69.0,1.4,2000,0.03,1.0,13.0,7.0,0.0,1.0,1.0
2329,20.9,68.0,1.3,2000,0.18,1.0,13.0,8.0,0.0,1.0,1.0
1322,21.8,64.0,1.6,2000,0.52,1.0,13.0,9.0,0.0,1.0,1.0
915,22.7,61.0,0.9,2000,0.82,1.0,13.0,10.0,0.0,1.0,1.0
972,23.5,61.0,1.2,2000,0.95,1.0,13.0,11.0,0.0,1.0,1.0
1119,24.3,59.0,1.5,2000,1.12,1.0,13.0,12.0,0.0,1.0,1.0
1014,25.1,56.0,2.0,1964,1.41,1.0,13.0,13.0,0.0,1.0,1.0
1097,27.2,49.0,1.5,1945,2.54,1.0,13.0,14.0,0.0,1.0,1.0
1200,27.8,49.0,1.4,1963,1.97,1.0,13.0,15.0,0.0,1.0,1.0
1436,28.2,48.0,1.4,1995,1.7,1.0,13.0,16.0,0.0,1.0,1.0
